order_id,order_date,order_status,customer_id,customer_email,product_name,product_sku,quantity,unit_price_gbp,discount_gbp,subtotal_gbp,shipping_gbp,order_total_gbp,attributed_channel,attributed_campaign,attributed_source,session_id,payment_method,is_new_customer,coupon_code 
ORD-43100,19/01/2024,cancelled,usr_14946,customer8141@gmail.com,Niacinamide Toner,LB-370,2,83.68,0,167.36,4.99,172.35,referral,VIP_Early_Access,bing,sess_952473,,0,GLOW20
ORD-16101,06-16-2024,completed,usr_94712,customer7911@gmail.com,Vitamin C Serum 30ml,LB-821,1,16.59,0,16.59,3.99,20.58,organic_search,Generic_Skincare_Broad,email,sess_957292,paypal,0,SUMMER10
ORD-86197,2024-01-18,Completed,usr_54775,customer6661@gmail.com,Face Mask Set,LB-154,1,27.69,0,27.69,,31.68,EMAIL,Awareness_Serum_Jan24 ,google,sess_436163,paypal,,VIP25
ORD-56986,2024-11-06,Refunded,usr_37730,,SPF50 Drops,,2,80.61,0,161.22,0,161.22,,Brand_KW_Exact,Google,sess_623451,,0,
ORD-83895,29/07/2024,refunded,,customer9971@hotmail.co.uk,Vitamin C Serum 30ml,LB-180,4,53.45,0,213.8,6.99,220.79,EMAIL,Monthly_Newsletter_Mar,unknown,sess_708393,card,TRUE,VIP25
ORD-11512,04-Aug-2024,completed,,customer6090@hotmail.co.uk,Eye Cream 15ml,,3,57.83,0,173.49,0,173.49,email,BRAND_Awareness_Q2,meta,sess_598028,,,VIP25
ORD-25516,2024/04/13,pending,usr_35171,customer7716@gmail.com,Glow Cream 50ml,LB-976,1,80.77,2.86,77.91,6.99,84.9,paid_social,Shopping_Serums,,,card,1,
ORD-68539,2024/07/21,completed,usr_80521,customer6120@gmail.com,Hyaluronic Acid Serum,LB-394,1,49.35,0,49.35,6.99,56.34,paid social,,tiktok,sess_594002,paypal,1,GLOW20
ORD-74569,09/11/2024,completed,usr_94222,customer90@gmail.com,SPF50 Drops,LB-695,1,26.68,3.31,23.37,4.99,,Paid_Search,Monthly_Newsletter_Mar,META,sess_984740,Card,0,GLOW20
ORD-71501,2024/06/25,Completed,usr_45919,customer3005@gmail.com,Eye Cream 15ml,LB-159,1,84.79,2.27,82.52,4.99,87.51,referral,Welcome_Series_1,unknown,sess_989444,Card,false,GLOW20
ORD-74178,02/04/2024,COMPLETED,usr_28359,customer146@gmail.com,Glow Cream 50ml,LB-664,1,76.28,0,76.28,6.99,83.27,,Welcome_Series_2,Google,sess_388309,PayPal,1,
ORD-82810,,completed,usr_91324,customer1041@hotmail.co.uk,Retinol Night Cream,LB-518,4,53.52,4.73,209.35,0,209.35,,LookAlike_SPF_Apr24,meta,sess_254443,card,true,SUMMER10
ORD-72573,24/06/2024,cancelled,usr_56874,customer3027@gmail.com,Hyaluronic Acid Serum,LB-392,2,66.03,11.22,120.84,0,120.84,email,,unknown,sess_882519,Klarna,0,SUMMER10
ORD-73377,07/11/2024,completed,usr_73283,customer543@gmail.com,Hyaluronic Acid Serum,,2,69.01,0,138.02,0,138.02,paid_social,Welcome_Series_1,tiktok,sess_774428,card,FALSE,
ORD-64933,2024-07-29,completed,usr_55066,customer289@gmail.com,Niacinamide Toner,LB-699,4,19.62,13.13,65.35,0,65.35,paid social,Monthly_Newsletter_Jan,(direct),sess_979509,CARD,,GLOW20
ORD-51455,2024/12/06,completed,usr_24318,customer2679@gmail.com,SPF50 Drops,LB-413,4,76.68,0,306.72,0,306.72,referral,,google,sess_149616,Card,true,
ORD-45988,02-12-2024,refunded,usr_58326,customer5193@gmail.com,Hyaluronic Acid Serum,LB-881,3,47.07,0,141.21,0,141.21,email,Abandoned_Cart_1 ,,sess_323556,CARD,1,
ORD-21791,2024/01/17,refunded,usr_72629,customer429@gmail.com,Glow Cream 50ml,LB-294,1,42.54 ,0,42.54,0,42.54,EMAIL,RLSA_CartAbandoners,meta,sess_632005,CARD,FALSE,WELCOME15
ORD-68739,2024-09-02,completed,usr_13809,,Peptide Moisturiser,LB-487,2,34.64,6.97,62.31,0,62.31,referral,Shopping_Moisturisers,Google,,klarna,1,
ORD-23855,2024/03/31,completed,usr_75188,customer2883@gmail.com,Cleansing Balm,LB-846,4,29.77,0,119.08,0,119.08,direct,UGC_Serum_Test,unknown,sess_150445,PayPal,FALSE,GLOW20
ORD-75295,2024-08-19,cancelled,usr_42680,customer6563@gmail.com,Niacinamide Toner,LB-583,1,67.41,0,67.41,0,67.41,email,LookAlike_SPF_Apr24,,sess_401784,Card,,
ORD-60077,2024-11-29,Refunded,usr_94397,customer1054@gmail.com,Eye Cream 15ml,LB-198,4,52.15,10.04,,3.99,202.55,email,Win_Back_90Day,bing,sess_725872,klarna,false,
ORD-83556,2024-01-17,Refunded,,customer2755@gmail.com,Vitamin C Serum 30ml,LB-612,2,22.94,0,45.88,0,45.88,EMAIL,RLSA_CartAbandoners,google,sess_167199,Klarna,,
ORD-91760,2024-12-28,refunded,usr_10486,customer7298@gmail.com,Vitamin C Serum 30ml,LB-673,1,44.62,7.38,37.24,,37.24,Paid_Search,,google,sess_925031,Klarna,0,
ORD-97758,23/08/2024,completed,usr_46789,customer3199@gmail.com,Peptide Moisturiser,LB-680,3,50.56,0,151.68,0,151.68,organic_search,Win_Back_90Day,Google,sess_404802,Klarna,1,SUMMER10
ORD-70948,2024/05/22,completed,usr_25783,customer1120@gmail.com,Retinol Night Cream,LB-615,4,,0,240.24,3.99,244.23 ,paid_search,Monthly_Newsletter_Mar,pinterest,sess_693911,PayPal,FALSE,
ORD-62547,21-Nov-2024,refunded,usr_97251,customer955@gmail.com,Face Mask Set,LB-791,1,54.0,0.66,53.34,,53.34,,Generic_Skincare_Broad,,sess_610280,,0,VIP25
ORD-37462,17/10/2024,COMPLETED,usr_97378,customer4630@gmail.com,Peptide Moisturiser,LB-248,4,15.09,,50.92,0,50.92,organic_search,Abandoned_Cart_1 ,pinterest,,Card,0,
ORD-90821,,Completed,usr_91722,customer8590@gmail.com,Peptide Moisturiser,LB-570,3,58.01,0,174.03,0,174.03,Paid_Search,,meta,sess_190792,,1,
ORD-31463,07-Dec-2024,COMPLETED,usr_92177,customer7607@gmail.com,Vitamin C Serum 30ml,LB-622,1,20.84,0,20.84,4.99,25.83,,Conversion_NightCream_Q3,tiktok,sess_134750,Card,,
ORD-23713,28-Mar-2024,refunded,usr_18601,customer4025@gmail.com,Eye Cream 15ml,LB-384,1,81.19,4.57,76.62,4.99,81.61,,Generic_Skincare_Broad,meta,sess_972690,Card,FALSE,
ORD-31003,12/03/2024,COMPLETED,usr_23777,customer6345@hotmail.co.uk,Retinol Night Cream,LB-943,3,56.95,0,170.85,4.99,175.84,paid_search,Abandoned_Cart_2,google,sess_739197,Klarna,,VIP25
ORD-69681,03/12/2024,COMPLETED,usr_25723,customer3365@hotmail.co.uk,SPF50 Drops,LB-644,2,24.52,0,49.04$,0,,organic_search,,google,sess_397712,PayPal,1,VIP25
ORD-39690,2024/12/15,completed,usr_21612,customer5354@gmail.com,SPF50 Drops,LB-660,2,80.54,0,161.08,0,161.08,paid_search,Welcome_Series_1,META,sess_164048,Card,true,
ORD-40020,11-26-2024,COMPLETED,usr_89524,customer4052@hotmail.co.uk,Cleansing Balm,LB-662,1,21.05,0,21.05,0,,paid social,Generic_Skincare_Broad,unknown,sess_757600,,false,
ORD-69119,10-26-2024,completed,usr_51530,customer34@gmail.com,Glow Cream 50ml,LB-684,4,80.99,,312.18,0,,paid social,Abandoned_Cart_1 ,(direct),sess_219845,,TRUE,WELCOME15
ORD-77841,08-Sep-2024,cancelled,usr_84088,customer7800@gmail.com,Retinol Night Cream,LB-448,3,51.66,0,154.98,4.99,159.97,paid social,RLSA_CartAbandoners,bing,sess_547704,card,TRUE,
,12/09/2024,completed,usr_65200,customer9050@gmail.com,Cleansing Balm,LB-522,1,57.72,0,57.72,3.99,61.71,paid social,Monthly_Newsletter_Feb,,sess_941272,CARD,FALSE,
ORD-51075,2024-10-16,Completed,usr_84847,customer9477@gmail.com,Retinol Night Cream,LB-339,1,79.71,10.67,69.04,3.99,73.03,paid social,Awareness_Serum_Jan24 ,bing,sess_181483,,0,
ORD-74309,2024-05-22,pending,usr_95157,customer238@gmail.com,Niacinamide Toner,LB-406,3,29.25,0,87.75,6.99,94.74,paid_social,UGC_Serum_Test,bing,,card,false,SUMMER10
ORD-63177,11-Aug-2024,cancelled,usr_34747,customer7583@gmail.com,Glow Cream 50ml,LB-728,1,29.69,13.39,16.3%,0,,paid_search,abandoned_cart_1,unknown,sess_405605,card,FALSE,
ORD-73446,09-21-2024,cancelled,usr_63149,customer5392@gmail.com,Cleansing Balm,LB-452,1,23.76,0,23.76,0,23.76,Paid_Search,VIP_Early_Access,META,sess_643037,CARD,FALSE,SUMMER10
ORD-57380,04-Nov-2024,COMPLETED,usr_24485,customer3465@gmail.com,Retinol Night Cream,LB-763,4,52.61,0,210.44,0,210.44,organic_search,Monthly_Newsletter_Jan,unknown,sess_125543,PayPal,FALSE,
ORD-26525,09/02/2024,Completed,usr_85842,customer9802@gmail.com,SPF50 Drops,LB-406,1,71.18,0,71.18,3.99,75.17,,Win_Back_90Day,tiktok,sess_675079,card,FALSE,
ORD-33484,21-Mar-2024,completed,usr_31157,customer5411@hotmail.co.uk,Retinol Night Cream,LB-662,4,,0,181.0,0,181.0,Paid_Search,brand_kw_exact,tiktok,sess_527414,PayPal,1,
ORD-47855,18/01/2024,completed,usr_11904,customer5218@gmail.com,Glow Cream 50ml,LB-567,3,70.16,0,,4.99,215.47,paid_search,Generic_Skincare_Broad,Google,sess_117805,CARD,1,WELCOME15
ORD-27355,19-Feb-2024,Refunded,usr_90749,customer9361@gmail.com,Vitamin C Serum 30ml,LB-336,3,74.16,0,222.48,0,222.48%,,Retargeting_Cart_Feb24,email,sess_540049,Card,true,
ORD-83568,03-Jul-2024,COMPLETED,usr_29188,customer626@hotmail.co.uk,Peptide Moisturiser,LB-431,3,80.84,3.83,238.69,3.99,242.68,paid_search,Awareness_Serum_Jan24,Google,sess_770557,,TRUE,
ORD-82923,2024/08/23,Completed,usr_85302,customer5813@gmail.com,Retinol Night Cream,LB-427,3,27.77,0,83.31 ,0,83.31,,Generic_Skincare_Broad,bing,sess_516884,CARD,TRUE,
ORD-38052,31-Dec-2024,Refunded,usr_32380,customer902@gmail.com,Face Mask Set,LB-151,2,22.02,0,44.04,0,44.04,EMAIL,Competitor_KW_BMM,,sess_753806,CARD,true,WELCOME15
ORD-24875,2024-12-17,cancelled,usr_73614,customer1145@gmail.com,Hyaluronic Acid Serum,LB-498,3,64.76,0,194.28,0,194.28,paid social,Flash_Sale_48hr,google,sess_713124,Card,0,
ORD-85217,2024-03-25,Refunded,usr_89871,customer6253@gmail.com,Cleansing Balm,LB-701,3,81.68,0,245.04,3.99,249.03,,BRAND_Awareness_Q2,bing,sess_417809,card,1,
ORD-24575,2024-07-26,completed,usr_17425,customer7495@hotmail.co.uk,Hyaluronic Acid Serum,LB-885,2,26.63,4.25,49.01,3.99,53.0,email,,META,sess_308204,card,FALSE,
ORD-19908,31/12/2024,completed,usr_53524,customer9921@hotmail.co.uk,Retinol Night Cream,LB-831,2,81.13,5.82,156.44,0,156.44,EMAIL,Abandoned_Cart_2,tiktok,sess_893195,PayPal,true,
ORD-47658,01/05/2024,pending,usr_19569,customer9973@gmail.com,Face Mask Set,LB-339,2,42.03,0,84.06,3.99,88.05,,,pinterest,sess_530563,PayPal,FALSE,SUMMER10
ORD-44480,10/11/2024,completed,usr_55865,customer1510@gmail.com,Hyaluronic Acid Serum,LB-251,4,24.8,0,99.2,0,99.2,paid_search,Awareness_Serum_Jan24,,sess_315435,card,1,GLOW20
ORD-57746,12/11/2024,pending,usr_32214,customer1469@hotmail.co.uk,SPF50 Drops,LB-958,1,66.34,0,66.34,3.99,70.33,Paid_Search,abandoned_cart_1,tiktok,sess_475483,card,,
ORD-25347,2024-11-22,pending,usr_78380,customer4319@gmail.com,Cleansing Balm,LB-482,2,81.65,0,163.3,4.99,168.29,EMAIL,Win_Back_90Day,pinterest,sess_210986,PayPal,0,
ORD-25467,,completed,usr_40606,customer789@hotmail.co.uk,,LB-332,,22.33,0,44.66,0,44.66,direct,Brand_KW_Exact,unknown,sess_484003,CARD,TRUE,
ORD-85346,12/10/2024,completed,usr_16148,customer6776@gmail.com,Face Mask Set,LB-121,3,77.07,5.03,226.18,0,226.18,,,email,sess_131582,card,0,WELCOME15
ORD-12293,10-14-2024,cancelled,usr_97215,customer4272@gmail.com,Retinol Night Cream,LB-896,1,53.42,0,53.42,3.99,57.41,,Monthly_Newsletter_Mar,pinterest,sess_710912,PayPal,0,
ORD-41737,29/10/2024,COMPLETED,usr_17917,customer7305@gmail.com,Eye Cream 15ml,LB-960,4,29.05,0,116.2,0,116.2,,brand_kw_exact,(direct),sess_588103,Klarna,1,GLOW20
ORD-26708,2024-01-01,completed,usr_66664,customer8939@hotmail.co.uk,Eye Cream 15ml,LB-250,-2,61.16,0,122.32,0,122.32,EMAIL,,email,sess_599357,,0,SUMMER10
ORD-20237,11-08-2024,completed,usr_46116,customer3431@gmail.com,Hyaluronic Acid Serum,LB-801,4,67.79,0,271.16,6.99,278.15,EMAIL,BRAND_Awareness_Q2,pinterest,sess_172485,,true,
ORD-13635,04-Apr-2024,refunded,usr_14337,customer9273@gmail.com,Niacinamide Toner,LB-208,,36.46,0,72.92,3.99,76.91,paid social,Abandoned_Cart_1 ,google,sess_491926,card,,
ORD-28218,,refunded,usr_40993,customer7069@hotmail.co.uk,Hyaluronic Acid Serum,LB-931,3,77.48,0,232.44,3.99,236.43,Paid_Search,,meta,sess_744012,card,true,VIP25
ORD-23696,19-Aug-2024,cancelled,usr_26862,customer6802@gmail.com,Hyaluronic Acid Serum,LB-432,1,84.51,0,84.51,4.99,89.5,paid social,Abandoned_Cart_1,unknown,,Klarna,,
ORD-14762,20/11/2024,completed,usr_58375,customer3417@gmail.com,Retinol Night Cream,LB-563,4,63.49,0,253.96,4.99,258.95,,,google,sess_886653,PayPal,FALSE,GLOW20
ORD-43732,2024-10-16,cancelled,usr_66844,customer1431@gmail.com,Cleansing Balm,LB-663,2,20.49,9.96,31.02,4.99,,organic_search,Generic_Skincare_Broad,email,sess_266940,card,1,WELCOME15
ORD-88934,10-25-2024,completed,usr_37306,customer3835@hotmail.co.uk,Retinol Night Cream,LB-968,1,75.95,0,75.95,0,75.95,referral,Abandoned_Cart_1 ,google,sess_985262,PayPal,1,WELCOME15
ORD-33623,,completed,usr_27973,customer7587@gmail.com,Retinol Night Cream,LB-782,3,42.78,0,128.34,0,128.34,Paid_Search,Awareness_Serum_Jan24,Google,sess_743743,klarna,1,
ORD-67697,30-Dec-2024,pending,usr_36075,customer8057@gmail.com,,LB-963,4,15.03,0,60.12,0,60.12,paid_social,Conversion_NightCream_Q3,,sess_843475,PayPal,FALSE,WELCOME15
ORD-86274,2024-11-17,completed,usr_71285,customer6557@gmail.com,Cleansing Balm,LB-820,1,28.83,14.27,14.56,0,14.56,EMAIL,,Google,sess_923941,CARD,true,
ORD-65851,31-Jan-2024,completed,usr_37487,customer3495@gmail.com,,LB-482,1,84.34$,0,84.34,4.99,89.33,,Welcome_Series_2,email,sess_370955,,1,WELCOME15
ORD-26614,21-Feb-2024,completed,usr_91099,customer4554@hotmail.co.uk,Glow Cream 50ml,LB-367,4,18.35,10.76,62.64,6.99,69.63,Paid_Search,DSA_AllProducts,pinterest,sess_682474,CARD,true,
ORD-90459,2024-09-08,Completed,usr_52317,customer5650@gmail.com,Face Mask Set,LB-382,4,35.81,0,143.24,0,143.24,Paid_Search,Prospecting_Glow_Mar24,meta,sess_789443,card,,
ORD-36779,25/06/2024,Completed,usr_76614,,Niacinamide Toner,LB-444,1,26.25,0,26.25,0,26.25,email,abandoned_cart_1,meta,sess_515962,Card,false,
ORD-85212,2024/10/11,cancelled,usr_44363,customer5443@hotmail.co.uk,Niacinamide Toner,,1,83.11,0,83.11,0,83.11,paid_search,Conversion_NightCream_Q3,bing,sess_446273,Klarna,FALSE,
ORD-10964,18-Jul-2024,completed,usr_96026,customer756@gmail.com,Retinol Night Cream,LB-407,1,33.78,0,33.78,3.99,37.77$,direct,Abandoned_Cart_2,,sess_999322,klarna,0,SUMMER10
ORD-80396,22/09/2024,cancelled,usr_26472,customer7405@hotmail.co.uk,Hyaluronic Acid Serum,LB-309,3,17.19,0,51.57,4.99,56.56,,,bing,sess_420667,PayPal,0,SUMMER10
ORD-47327,2024/10/29,Completed,usr_45545,customer7159@hotmail.co.uk,Vitamin C Serum 30ml,LB-552,1,70.09,0,70.09,4.99,75.08,Paid_Search,DPA_AllProducts_Q4,pinterest,sess_875043,,,WELCOME15
ORD-72617,03-04-2024,refunded,usr_33024,customer642@gmail.com,Vitamin C Serum 30ml,LB-600,4,74.67,0,298.68,0,298.68,direct,Abandoned_Cart_1,pinterest,sess_705436,card,TRUE,
ORD-56500,2024/03/24,COMPLETED,usr_54974,customer1133@hotmail.co.uk,Vitamin C Serum 30ml,LB-451,4,51.62,0,206.48,0,206.48,referral,Shopping_Moisturisers,,sess_212465,PayPal,0,VIP25
ORD-12395,2024-06-16,completed,usr_29780,,Vitamin C Serum 30ml,,3,30.84,0,92.52,0,92.52,email,Abandoned_Cart_2,,sess_657407,Klarna,0,
ORD-40347,13-Oct-2024,completed,usr_84944,customer5637@hotmail.co.uk,Vitamin C Serum 30ml,LB-102,4,71.5,0,286.0,4.99,290.99,organic_search,Abandoned_Cart_2,,sess_182482,,,SUMMER10
ORD-85799,2024/04/03,completed,usr_63360,customer8107@gmail.com,Cleansing Balm,LB-773,3,46.36%,0,139.08,0,139.08,Paid_Search,Awareness_Serum_Jan24 ,google,sess_442977,Card,FALSE,
ORD-87239,06-14-2024,completed,usr_83451,customer8895@gmail.com,Retinol Night Cream,LB-802,1,24.1,0,24.1,4.99,29.09,paid_social,Generic_Skincare_Broad,bing,sess_735999,,,VIP25
ORD-93421,15/06/2024,completed,usr_88649,customer9021@gmail.com,Peptide Moisturiser,LB-686,3,37.35,11.03 ,101.02,0,101.02,EMAIL,LookAlike_SPF_Apr24,pinterest,sess_399171,Card,1,
ORD-77839,09-30-2024,completed,usr_24709,customer8017@hotmail.co.uk,Vitamin C Serum 30ml,LB-756,1,50.49,0,50.49,0,50.49,Paid_Search,Welcome_Series_2,meta,sess_748202,klarna,true,GLOW20
ORD-28940,2024-09-15,refunded,usr_59731,customer9813@gmail.com,Face Mask Set,LB-959,4,57.55$,0,230.2,0,230.2,referral,UGC_Serum_Test,Google,sess_329894,CARD,false,
ORD-88575,04-Jul-2024,Completed,usr_39594,customer1081@hotmail.co.uk,SPF50 Drops,LB-466,2,81.24,0,162.48,4.99,167.47,paid_social,Prospecting_Glow_Mar24,tiktok,sess_786346,paypal,1,VIP25
ORD-51202,05-21-2024,completed,,customer4775@gmail.com,Vitamin C Serum 30ml,LB-133,-4,29.52,7.05,111.03,3.99,115.02,organic_search,LookAlike_SPF_Apr24,bing,,Klarna,,
ORD-65202,20-Jun-2024,Completed,usr_47635,customer3715@gmail.com,Eye Cream 15ml,LB-336,2,58.93,0,117.86,0,117.86,organic_search,Shopping_Moisturisers,(direct),sess_200348,CARD,1,GLOW20
ORD-61642,04-Jun-2024,pending,usr_25702,customer5053@gmail.com,Glow Cream 50ml,LB-351,2,29.98,0,59.96,3.99,63.95,EMAIL,Monthly_Newsletter_Mar,tiktok,sess_605489,Card,0,VIP25
ORD-46277,2024-02-23,completed,usr_64609,customer7079@gmail.com,Cleansing Balm,LB-619,-1,80.96,6.26,74.7,0,74.7,,retargeting_cart_feb24,google,sess_875943,,TRUE,VIP25
ORD-67610,07-Mar-2024,completed,usr_78556,customer2636@gmail.com,Glow Cream 50ml,LB-271,4,51.61,0,206.44 ,0,206.44,organic_search,,tiktok,sess_264554,,1,
ORD-76330,2024/05/15,completed,usr_18202,customer1820@hotmail.co.uk,Eye Cream 15ml,LB-228,,69.14,0,207.42,0,207.42,email,,google,sess_643183,Klarna,1,GLOW20
ORD-31971,08-19-2024,pending,usr_31960,,Hyaluronic Acid Serum,LB-185,3,71.99,0,215.97,4.99,220.96,EMAIL,brand_kw_exact,(direct),sess_281236,,0,SUMMER10
ORD-40386,03-08-2024,pending,usr_90196,customer3463@gmail.com,,LB-363,3,76.51,0,229.53,3.99,233.52,,Monthly_Newsletter_Mar,email,sess_271231,paypal,TRUE,
ORD-84355,20/10/2024,refunded,usr_32166,customer10@gmail.com,Glow Cream 50ml,LB-128,3,21.12,10.44,52.92,3.99,56.91,referral,,Google,sess_895174,PayPal,true,
ORD-68599,2024/11/11,Refunded,usr_28645,customer3418@gmail.com,Retinol Night Cream,LB-589,3,81.82,0,245.46,3.99,249.45,paid_social,UGC_Serum_Test,Google,sess_527105,paypal,1,
ORD-50065,01-17-2024,pending,usr_18053,customer9482@gmail.com,Cleansing Balm,LB-485,3,53.76,13.2,,6.99,155.07,direct,,meta,sess_298582,,0,
ORD-13081,02-11-2024,completed,usr_26380,customer3811@gmail.com,Peptide Moisturiser,LB-749,4,17.68,0,70.72,0,70.72,paid_social,Brand_KW_Exact,meta,sess_466782,CARD,false,VIP25
ORD-31738,23/12/2024,COMPLETED,usr_30052,customer7429@gmail.com,Face Mask Set,LB-716,2,78.36,4.66,152.06,0,152.06,organic_search,Monthly_Newsletter_Jan,Google,sess_451771,klarna,FALSE,
ORD-75896,2024-01-02,completed,usr_35060,customer8583@gmail.com,Retinol Night Cream,LB-641,1,18.75,0,18.75,4.99,,EMAIL,,google,sess_464966,,,
ORD-22454,2024-11-14,cancelled,usr_87038,customer3543@hotmail.co.uk,Face Mask Set,LB-853,1,52.6,6.87,45.73,6.99,52.72,,retargeting_cart_feb24,email,sess_167258,card,1,
ORD-41057,2024/04/22,Completed,usr_26092,customer8614@gmail.com,Cleansing Balm,LB-958,4,66.97,0,267.88,4.99,272.87,organic_search,VIP_Early_Access,(direct),sess_738818,card,true,
ORD-97853,13/08/2024,Refunded,usr_25672,customer405@gmail.com,Eye Cream 15ml,LB-252,2,63.37,0,126.74,0,,Paid_Search,Competitor_KW_BMM,google,sess_206140,,TRUE,SUMMER10
ORD-44968,10-08-2024,cancelled,usr_30845,customer4937@hotmail.co.uk,Vitamin C Serum 30ml,LB-801,4,,0,323.4,0,323.4,organic_search,BRAND_Awareness_Q2,(direct),sess_839122,Klarna,true,SUMMER10
ORD-49450,2024-08-02,pending,usr_24524,customer3376@hotmail.co.uk,Face Mask Set,LB-596,2,42.59$,0,85.18,0,85.18,paid social,Monthly_Newsletter_Feb,(direct),sess_710547,,,
ORD-44253,25-Dec-2024,Completed,usr_29234,customer244@gmail.com,Hyaluronic Acid Serum,LB-178,2,,0,92.22,0,92.22,,Prospecting_Glow_Mar24,email,,paypal,FALSE,SUMMER10
ORD-52066,25-Dec-2024,completed,usr_20976,customer918@gmail.com,Niacinamide Toner,LB-798,4,44.11,0,176.44,0,176.44,paid social,Welcome_Series_2,tiktok,,Klarna,,VIP25
ORD-48432,27/08/2024,completed,usr_85755,customer1290@gmail.com,Eye Cream 15ml,LB-696,3,29.76,0,,0,89.28,,,meta,sess_759214,CARD,true,
ORD-55531,27/12/2024,cancelled,,,Retinol Night Cream,,2,50.93,5.08,96.78,0,96.78,Paid_Search,Abandoned_Cart_1 ,tiktok,sess_466537,CARD,0,SUMMER10
ORD-12812,2024/06/25,Completed,usr_40407,customer7317@hotmail.co.uk,Eye Cream 15ml,LB-857,3,79.1,0,237.3,4.99,242.29,direct,Shopping_Moisturisers,meta,sess_581654,,TRUE,
ORD-79538,21-Dec-2024,refunded,usr_87977,customer1301@gmail.com,Eye Cream 15ml,LB-959,2,60.37,0,120.74,0,120.74,EMAIL,,unknown,sess_693274,,true,SUMMER10
ORD-28235,07-15-2024,refunded,usr_71969,,Vitamin C Serum 30ml,,4,82.97,0,331.88,4.99,336.87,paid social,,Google,,klarna,1,
ORD-63383,02-21-2024,COMPLETED,usr_14249,customer1875@hotmail.co.uk,Niacinamide Toner,LB-368,3,39.17,8.69,108.82,3.99,112.81,EMAIL,Monthly_Newsletter_Mar,pinterest,sess_280066,klarna,FALSE,SUMMER10
ORD-13938,2024-07-17,refunded,usr_81850,customer6715@gmail.com,Vitamin C Serum 30ml,LB-898,,60.6,6.39,236.01,3.99,240.0,,,email,sess_509905,CARD,TRUE,
ORD-63533,01-28-2024,Refunded,usr_86063,customer1747@gmail.com,Niacinamide Toner,LB-557,4,29.2,0,116.8,3.99,120.79,paid_social,Welcome_Series_2,(direct),sess_738464,paypal,false,
ORD-53021,,refunded,usr_24433,customer8328@gmail.com,Vitamin C Serum 30ml,,1,55.82,0.59,,3.99,59.22,,Shopping_Serums,google,sess_809851,CARD,0,VIP25
ORD-93403,2024/07/25,,usr_39194,customer7772@gmail.com,Niacinamide Toner,LB-525,4,31.48,0,125.92,6.99,132.91,paid social,Flash_Sale_48hr,(direct),,PayPal,,GLOW20
ORD-27543,02/12/2024,COMPLETED,usr_22332,customer6993@gmail.com,Face Mask Set,LB-237,3,33.2,0,99.6,4.99,,,Abandoned_Cart_2,,sess_106866,PayPal,false,
ORD-76415,25-Jul-2024,,usr_25681,customer7403@hotmail.co.uk,Cleansing Balm,LB-693,4,68.63,7.37,267.15,0,267.15,organic_search,BRAND_Awareness_Q2,unknown,sess_255369,Klarna,0,
ORD-63932,2024-07-31,Refunded,usr_45470,customer5645@gmail.com,Eye Cream 15ml,LB-229,3,15.04,4.62,40.5,4.99,45.49,paid_social,Welcome_Series_2,meta,sess_215337,PayPal,0,
ORD-73250,2024-11-16,refunded,usr_88592,customer8887@gmail.com,Eye Cream 15ml,LB-578,3,34.29,6.96,95.91,0,95.91,paid_search,,google,sess_648864,Card,true,
ORD-16736,03/06/2024,pending,usr_45126,customer9917@hotmail.co.uk,Glow Cream 50ml,LB-445,2,33.32,0,66.64,4.99,71.63,paid social,BRAND_Awareness_Q2,Google,sess_913393,,1,VIP25
ORD-30907,2024-11-03,completed,usr_97166,customer2520@gmail.com,Vitamin C Serum 30ml,LB-633,3,59.65,0,178.95,6.99,185.94,paid_social,RLSA_CartAbandoners,meta,sess_383256,paypal,FALSE,
ORD-17782,11/03/2024,refunded,usr_34606,customer2955@gmail.com,Face Mask Set,LB-614,3,25.18,0,75.54,0,75.54,EMAIL,Abandoned_Cart_1,google,sess_507380,paypal,true,
ORD-44811,20-Aug-2024,cancelled,usr_81386,customer6053@gmail.com,Niacinamide Toner,LB-460,1,34.0,0,34.0,6.99,40.99,paid_search,Shopping_Serums,,sess_643282,Card,,GLOW20
ORD-87996,2024-10-17,completed,usr_11504,customer5144@gmail.com,Peptide Moisturiser,,1,76.67,0,76.67,,80.66,Paid_Search,BRAND_Awareness_Q2,bing,sess_219144,PayPal,0,
ORD-73692,28/04/2024,Refunded,usr_59009,customer5874@gmail.com,Retinol Night Cream,LB-461,2,62.58,0,125.16,0,125.16$,Paid_Search,Conversion_NightCream_Q3,META,sess_282461,paypal,false,
ORD-49284,2024-03-30,Completed,usr_13982,customer66@gmail.com,Retinol Night Cream,LB-189,2,75.3,0,150.6,3.99,154.59,email,Brand_KW_Exact ,google,sess_399139,paypal,1,
ORD-58557,05-11-2024,completed,usr_47497,,SPF50 Drops,LB-366,1,71.61,0,71.61,6.99,78.6,,,(direct),sess_326823,card,1,WELCOME15
ORD-52682,2024/11/10,completed,usr_11674,customer5069@hotmail.co.uk,Face Mask Set,LB-863,,61.84 ,1.49,245.87,0,245.87,paid social,Shopping_Moisturisers,email,sess_658255,klarna,FALSE,
ORD-90851,2024/03/01,COMPLETED,usr_69596,customer3550@hotmail.co.uk,Cleansing Balm,LB-150,1,80.37,0,80.37,6.99,,organic_search,LookAlike_SPF_Apr24,(direct),sess_323549,card,FALSE,VIP25
